country,installation_id,installation_name,installation_city,account_holder,account_status,permit_id,status,latest_update,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Netherlands,426,MaasStroom Energie C.V.,VONDELINGENPLAAT-ROTTERDAM,MaasStroom Energie C.V.,open,NL-200900013,Active,2013-03-18 14:37:50,,,,0,0,0,1494241,966002,,,,,,,,
Netherlands,427,Nieuwe Tuinen B.V.,DE LIER,Nieuwe Tuinen B.V.,closed,NL-200900007,Permit Revoked,2010-06-17 17:17:25,,,,0,0,25395,19227,19227,,,,,,,,
Netherlands,428,Kwekerij Dukker B.V.,TINTE,A.J.M. Dukker Holding B.V.,closed,NL-200900045,Account Closed,2011-08-22 17:45:34,,,,,,24966,12483,,,,,,,,,
Netherlands,429,Tas Paprika C.V.,LUTTELGEEST,Tas Paprika C.V.,closed,NL-200900078,Permit Revoked,2016-10-18 15:54:28,,,,0,0,30248,24757,24757,9374,8389,7432,0,0,0,0,0
Netherlands,430,Red Harvest B.V.,MIDDENMEER,Red Harvest B.V.,closed,NL-200900068,Permit Revoked,2018-12-17 15:59:07,,,,0,0,34151,42539,39973,17944,16058,14226,12451,10733,9070,0,0
Netherlands,431,Firma Kwekerij RIMATO,HONSELERSDIJK,Kwekerij Rimato,closed,NL-200900062,Permit Revoked,2010-06-17 16:58:21,,,,0,0,25113,22820,22820,,,,,,,,
Netherlands,432,Gipmans Groep,VENLO,Gipmans Groep B.V.,open,NL-200900063,Permit Revoked,2013-12-18 10:40:57,,,,0,0,27777,19025,19025,8590,7687,6809,5961,5138,4341,3572,2829
Netherlands,433,Hoogweg Luttelgeest BV NLW9,LUTTELGEEST,Hoogweg Paprikakwekerijen B.V.,open,NL-200800101,Active,2013-12-18 10:41:11,,,,0,0,107794,66983,66983,29446,26351,23344,20433,17612,14884,12243,9697
Netherlands,434,Kwekerij Schenkeveld II B.V.,DEN HOORN,Schenkeveld Beheer B.V.,closed,NL-200900093,Permit Revoked,2010-06-17 17:11:59,,,,0,0,19586,16262,16262,,,,,,,,
Netherlands,435,C. Zwinkels,WERVERSHOOF,C. Zwinkels,closed,NL-200900081,Permit Revoked,2010-06-17 16:52:03,,,,0,0,21751,17718,17718,,,,,,,,
Netherlands,436,Kwekerij Mooijman,WERVERSHOOF,Kwekerij Robert Mooijman B.V.,closed,NL-200900079,Permit Revoked,2017-04-25 15:37:12,,,,0,0,23756,19385,19385,11674,10447,9254,8101,0,0,0,0
Netherlands,437,Kwekerij 4Evergreen - lokatie Sint-Annaland,SINT-ANNALAND,Grootscholte Projekten B.V.,closed,NL-200900080,Permit Revoked,2010-06-17 17:04:21,,,,0,0,19124,17104,17104,,,,,,,,
Netherlands,438,Nuon HWC Lelystad,LELYSTAD,Vattenfall Warmte N.V.,open,NL-201000017,Active,2021-01-21 12:03:57,,,,0,0,0,0,7811,2263,2026,1794,785,1352,571,939,371
Netherlands,439,Alco Energy Rotterdam BV,ROTTERDAM,Alco Energy Rotterdam B.V.,open,NL-200900120,Active,2019-02-08 14:54:04,,,,0,0,0,250188,182156,301411,296166,290922,285677,233046,275188,269944,264699
Netherlands,440,IOI - Loders Croklaan Oils B.V.,MAASVLAKTE-ROTTERDAM,Bunge Loders Croklaan B.V.,open,NL-200900071,Active,2015-03-02 17:12:24,,,,0,0,0,18414,10974,8342,7465,10063,9878,9691,9502,9310,9118
Netherlands,441,NAM B.V. Warmtekrachtcentrale en Oliebehandelingsinstallatie Schoonebeek (WKC/OBI),SCHOONEBEEK,Nederlandse Aardolie Maatschappij B.V.,open,NL-201000047,Active,2019-02-08 14:53:58,,,,0,0,0,0,0,0 213502***,0 209787***,0 206072***,0 202357***,0 49661***,0 194927***,0 191212***,0 187497***
Netherlands,442,"Vereijken Energie BV, locatie Beek en Donk",BEEK EN DONK,Vereijken Beek en Donk B.V.,closed,NL-201000048,Permit Revoked,2012-03-20 13:59:48,,,,0,0,0,27072,18723,,,,,,,,
Netherlands,443,Enecogen,Rotterdam Europoort,Enecogen V.O.F.,open,NL-201000055,Active,2011-03-11 11:31:01,,,,0,0,0,0,0,,,,,,,,
Netherlands,444,Aardgasbuffer Zuidwending,VEENDAM,Energystock B.V.,open,NL-201000065,Active,2019-02-08 14:54:04,,,,0,0,0,0,0,6682,5980,5297,2941,3992,1523,1251,989
Netherlands,446,Simadan Holdings,AMSTERDAM,Simadan Holding B.V.,closed,NL-201000054,Permit Revoked,2011-11-29 16:07:47,,,,0,0,0,0,0,,,,,,,,
Netherlands,447,Vattenfall Magnum Centrale Eemsmond,Eemshaven,Vattenfall Power Generation Netherlands B.V.,open,NL-201100045,Active,2011-11-29 16:13:06,,,,0,0,0,0,0,,,,,,,,
Netherlands,448,Uniper Maasvlakte Powerplant 3,MAASVLAKTE-ROTTERDAM,Uniper Benelux N.V.,closed,NL-201100057,Permit Revoked,2011-12-22 14:41:22,,,,0,0,0,0,0,,,,,,,,
Netherlands,449,PGI Nonwovens B.V.,KATWIJK NB,PGI Nonwovens B.V.,closed,NL-201100140,Permit Revoked,2019-02-05 09:30:37,,,,0,0,0,0,0,8366,8220,8073,7925,7775,7623,0,0
Netherlands,203196,"Air Products Nederland B.V., Locatie Botlek",Botlek-Rotterdam,Air Products Nederland B.V.,open,NL-201100042,Active,2013-12-18 10:40:03,,,,,,,,,756130,742996,729709,716282,702711,689009,675135,661213
Netherlands,203197,AsfaltCentrale Stedendriehoek (ACS),Deventer,AsfaltNu Deventer B.V.,open,NL-201000061,Active,2013-12-18 10:40:10,,,,,,,,,2536,2270,2010,1758,1515,1279,1051,832
Netherlands,203198,Asfalt Productie De Eem (APE) B.V.,Eemnes,Asfaltproductie De Eem B.V.,open,NL-201100052,Active,2013-12-18 10:40:08,,,,,,,,,3037,2719,2408,2107,1815,1533,1259,996
Netherlands,203199,Asfalt Productie Nijmegen,Nijmegen,Asfalt Produktie Nijmegen (A.P.N.) B.V.,open,NL-201000116,Active,2013-12-18 10:40:09,,,,,,,,,1744,1561,1382,1209,1042,880,723,572
Netherlands,203202,Holland Malt B.V. locatie Eemshaven,Eemshaven,Holland Malt B.V.,open,NL-201100008,Active,2020-03-09 10:41:13,,,,,,,,,17015,16720,16421,16118,15813,15505 11103***,15193 13614***,14879 13350***
Netherlands,203203,"DOC Kaas ba, vestiging Alteveerstraat",Hoogeveen,DOC Kaas B.V.,closed,NL-200400214,Permit Revoked,2016-10-18 15:54:28,,,,,,,,,8699,9036,8479,0,0,0,0,0
Netherlands,203205,Asfaltcentrale Heijmans 's-Hertogenbosch,Den Bosch,Heijmans Infra B.V.,open,NL-200800073,Active,2013-12-18 10:41:00,,,,,,,,,4723,4227,3744,3276,2822,2383,1958,1549
Netherlands,203210,Asfaltcentrale Heijmans Amsterdam,Amsterdam,Heijmans Infra B.V.,open,NL-200800071,Active,2013-12-18 10:41:00,,,,,,,,,2864,2562,2270,1986,1711,1445,1187,939
Netherlands,203211,Asfaltcentrale Heijmans Venlo,Venlo,Heijmans Wegen B.V.,closed,NL-200800074,Permit Revoked,2017-03-21 10:12:59,,,,,,,,,2791,2498,1107,0,0,0,0,0
Netherlands,203212,Asfaltcentrale Heijmans Zwijndrecht,Zwijndrecht,Heijmans Infra B.V.,open,NL-200800075,Active,2020-02-04 12:40:49,,,,,,,,,2532,2267,2008,1757,1513,639,1050,830
Netherlands,203650,Steinzeug-Keramo BV,Belfeld,Steinzeug-Keramo B.V.,closed,NL-201100006,Permit Revoked,2015-07-01 15:11:31,,,,,,,,,4577,4497,0,0,0,0,0,0
Netherlands,203655,Gebr. van der Lee,Lelystad,Fa. Gebr. Van der Lee,open,NL-200800066,Active,2013-12-18 10:40:56,,,,,,,,,5813,5202,4608,4031,3474,2933,2410,1906
Netherlands,203740,Noordelijke Asfaltproductie (NOAP) B.V.,Heerenveen,Noordelijke Asfalt ProduKtie (NOAP) B.V.,closed,NL-200800078,Permit Revoked,2017-08-28 16:19:05,,,,,,,,,2456,2197,1947,1703,1468,0,0,0
Netherlands,203742,Ooms Producten bv,Schagen,Ooms Producten B.V.,open,NL-201000127,Active,2013-12-18 10:41:25,,,,,,,,,2755,2465,2183,1910,1645,1389,1141,904
Netherlands,203764,Asfaltcentrale Twente B.V.,Hengelo (O),Asfaltcentrale Twente B.V.,open,NL-201000150,Active,2013-12-18 10:40:01,,,,,,,,,2661,2382,2110,1846,1590,1343,1104,873
Netherlands,203791,Air Liquide Nederland BV - SMR2,Eindhoven,Air Liquide Nederland B.V.,open,NL-201100046,Permit Revoked,2013-12-18 10:40:03,,,,,,,,,711761,699399,686891,674252,661478,648579,635519,622414
Netherlands,203796,J.G. Timmerman Groenvoederdrogerij B.V.,Kortgene,J.G. Timmerman Groenvoederdrogerij B.V.,open,NL-200400137,Active,2013-12-18 10:41:04,,,,,,,,,15647,14003,12403,10852,9348,7894,6486,5131
Netherlands,203819,Oldambt Groenvoederdrogerij B.V.,Oostwold,B.V. Oldambt,open,NL-200400196,Active,2013-12-18 10:40:11,,,,,,,,,15854,14188,12567,10995,9472,7998,6571,5199
Netherlands,203824,Coöp. Grasdrogerij Ruinerwold en omstreken BA,Ruinerwold,Coöperatieve Grasdrogerij Ruinerwold en Omstreken B.A.,open,NL-200400142,Active,2013-12-18 10:40:25,,,,,,,,,18067,16168,14321,12530,10795,9114,7489,5925
Netherlands,203827,AsfaltCentrale Overbetuwe (ACOB) B.V.,Huissen,Asfalt Centrale Over Betuwe B.V.,open,NL-201000107,Active,2013-12-18 10:40:07,,,,,,,,,1843,1650,1461,1278,1101,929,764,604
Netherlands,203828,A12/CPP Petrogas E&P Netherlands B.V.,RIJSWIJK,Petrogas E&P Netherlands B.V.,open,NL-200800059,Active,2013-12-18 10:40:23,,,,,,,,,49086,48233,47370,46499,45618,44728,43828,42924
Netherlands,203854,Asfalt Centrale Nijkerk (ACN) B.V.,Nijkerk,Asfaltcentrale Hazeleger-van Gelder,open,NL-201100053,Active,2013-12-18 10:40:07,,,,,,,,,3042,2723,2412,2110,1818,1535,1261,998
Netherlands,203855,Wintershall Noordzee B.V. P6-A,Rijswijk,Wintershall Noordzee B.V.,open,NL-200400179,Active,2013-12-18 10:41:55,,,,,,,,,41788,41062,40328,39586,38836,38079,37312,36542
Netherlands,203856,Wintershall Noordzee B.V. F16-A,Rijswijk,Wintershall Noordzee B.V.,open,NL-200800080,Permit Revoked,2013-12-18 10:41:55,,,,,,,,,27212,26739,26261,25778,25289,24796,24297,23796
Netherlands,203857,Wintershall Noordzee B.V. L8-P4,Rijswijk,Wintershall Noordzee B.V.,open,NL-200400180,Active,2013-12-18 10:41:55,,,,,,,,,41590,40868,40137,39398,38652,37898,37135,36369
Netherlands,203877,"Koninklijke Mosa B.V., locatie Vloertegel",Maastricht,Koninklijke Mosa B.V.,open,NL-200700145,Active,2013-12-18 10:41:06,,,,,,,,,13298,13067,12833,12597,12359,12118,11874,11629
Netherlands,203881,"Air Liquide Industrie B.V., vest. Botlek-Rotterdam",Rotterdam,Air Liquide Industrie B.V.,open,NL-200400113,Active,2013-12-18 10:40:47,,,,,,,,,225388,221473,217512,213510,209465,205380,201245,197095
Netherlands,203938,KWS Infra B.V. Asfaltcentrale Eindhoven,Eindhoven,KWS Infra B.V.,open,NL-200800077,Active,2013-12-18 10:41:10,,,,,,,,,2225,1991,1763,1543,1329,1123,923,730
Netherlands,203939,Asfalt Productie Doetinchem,Doetinchem,KWS Infra B.V.,open,NL-200800064,Active,2021-01-21 12:03:57,,,,,,,,,2195,1964,1740,1522,1312,1107,910,360
Netherlands,203943,Asfalt Productie Westerbroek b.v.,Westerbroek,Asfalt Productie Westerbroek b.v.,open,NL-201000118,Active,2013-12-18 10:40:09,,,,,,,,,4139,3704,3281,2870,2472,2087,1715,1357
Netherlands,203946,Asfaltcentrale Harderwijk,Harderwijk,Bruil Infra B.V.,closed,NL-200800065,Permit Revoked,2015-01-26 11:34:58,,,,,,,,,2775,0,0,0,0,0,0,0
Netherlands,203949,Echter Asfaltcentrale B.V.,Echt,Echter Asfaltcentrale B.V.,closed,NL-201100049,Permit Revoked,2016-10-18 15:54:28,,,,,,,,,1590,1424,1261,0,0,0,0,0
Netherlands,203953,Asfalt Centrale Rotterdam (ACR),Botlek Rotterdam,Asfaltcentrale Rotterdam (ACR) B.V.,open,NL-201000023,Active,2014-04-09 15:11:43,,,,,,,,,0 5924***,0 5301***,0 4696***,0 4111***,0 3543***,0 2994***,0 2463***,0 1951***
Netherlands,203975,Asfalt Productie Hoogblokland,Hoogblokland,Gebr. Van Kessel Wegenbouw B.V.,open,NL-201000113,Active,2013-12-18 10:40:56,,,,,,,,,5595,5007,4435,3880,3343,2823,2319,1835
Netherlands,203976,KWS Infra B.V. Asfaltcentrale Roosendaal,Roosendaal,KWS Infra B.V.,open,NL-200800072,Active,2013-12-18 10:41:10,,,,,,,,,1890,1692,1498,1311,1129,954,784,620
Netherlands,203992,Koudasfalt Staphorst BV,Staphorst,Koudasfalt Staphorst B.V.,open,NL-200800076,Active,2013-12-18 10:41:07,,,,,,,,,3267,2924,2590,2267,1952,1648,1354,1072
Netherlands,203993,Asfalt Centrale Utrecht,Utrecht,ACU B.V.,closed,NL-201000110,Permit Revoked,2019-02-05 09:32:13,,,,,,,,,3731,3339,2958,2587,2229,1882,0,0
Netherlands,203994,Asfaltproductie Regio Amsterdam BV (ARA),Amsterdam,Asfaltproductie Regio Amsterdam B.V.,open,NL-200800038,Active,2013-12-18 10:40:10,,,,,,,,,5875,5258,4657,4075,3510,2964,2435,1927
Netherlands,204095,Nederlandse Gasunie CS Ommen N.V.,VILSTEREN,N.V. Nederlandse Gasunie,open,NL-200400106,Active,2021-01-21 12:03:57,,,,,,,,,34822,31164,454,397,343,8928,3786,188
Netherlands,204098,Nederlandse Gasunie CS Alphen N.V.,Alphen,N.V. Nederlandse Gasunie,open,NL-200400207,Active,2019-02-08 14:54:04,,,,,,,,,132,119,68,59,79,20,16,13
Netherlands,204099,Nederlandse Gasunie CS Beverwijk N.V.,Heemskerk,N.V. Nederlandse Gasunie,open,NL-200400104,Active,2015-11-24 10:40:36,,,,,,,,,12806,11460,202,177,152,129,106,83
Netherlands,204100,Nederlandse Gasunie CS Oldeboorn N.V.,Oldeboorn,N.V. Nederlandse Gasunie,open,NL-200400105,Active,2017-11-08 12:27:12,,,,,,,,,4501,4029,1797,797,18,15,12,10
Netherlands,204101,Nederlandse Gasunie CS Ravenstein N.V.,Ravenstein,N.V. Nederlandse Gasunie,open,NL-200400102,Active,2015-11-24 10:40:37,,,,,,,,,20028,17924,211,185,159,134,110,87
Netherlands,204102,Nederlandse Gasunie CS Spijk N.V.,Spijk,N.V. Nederlandse Gasunie,open,NL-200400014,Active,2015-11-24 10:40:37,,,,,,,,,11371,10177,113,98,85,71,59,46
Netherlands,204103,Nederlandse Gasunie CS Wieringermeer N.V.,Middenmeer,N.V. Nederlandse Gasunie,open,NL-200400101,Active,2019-02-08 14:54:03,,,,,,,,,5148,4608,2146,1878,1618,2597,2134,1688
Netherlands,204104,Nederlandse Gasunie CS Zweekhorst N.V.,Zevenaar,N.V. Nederlandse Gasunie,open,NL-200400103,Active,2017-11-08 12:27:12,,,,,,,,,17074,15279,6878,6018,167,142,116,92
Netherlands,204200,Platform J6-A,Nvt,Spirit Energy Nederland B.V.,open,NL-200400130,Active,2013-12-18 10:40:18,,,,,,,,,101612,99847,98062,96257,94434,92592,90728,88857
Netherlands,204201,Nedmag B.V.,Veendam,NEDMAG Holding B.V.,open,NL-200400291,Active,2013-12-18 10:41:22,,,,,,,,,89923,88361,86781,85185,83571,81941,80291,78635
Netherlands,204314,Wienerberger Dakpannenfabriek Janssen Dings,Tegelen,Wienerberger B.V.,open,NL-201100013,Active,2013-12-18 10:41:54,,,,,,,,,16932,16638,16341,16040,15736,15429,15118,14807
Netherlands,204315,Wienerberger Dakpannenfabriek Narvik Tegelen,Tegelen,Wienerberger B.V.,open,NL-201100015,Active,2013-12-18 10:41:55,,,,,,,,,9409,9246,9081,8913,8745,8574,8401,8228
Netherlands,204316,Wienerberger Dakpannenfabriek Narvik Deest,Deest,Wienerberger B.V.,open,NL-201100014,Active,2013-12-18 10:41:54,,,,,,,,,9458,9294,9128,8960,8790,8619,8445,8271
Netherlands,204422,Agristo B.V.,Tilburg,Agristo B.V.,open,NL-201200104,Active,2015-07-23 09:44:16,,,,,,,,,0 20484***,0 25159***,0 24714***,0 24268***,0 23823***,0 23377***,0 22932***,0 22486***
Netherlands,204445,Air Liquide Industrie B.V. vest. Bergen op Zoom,Rotterdam,Air Liquide Industrie B.V.,open,NL-200400028,Active,2013-12-18 10:40:46,,,,,,,,,69841,68628,67400,66160,64907,63641,62359,61074
Netherlands,204521,ExxonMobil Chemical Holland B.V. (RAP),Botlek Rotterdam,ExxonMobil Chemical Holland B.V.,open,NL-200400220,Permit Revoked,2013-12-18 10:40:47,,,,,,,,,453019,445151,437190,429146,421015,412805,404493,396152
Netherlands,204522,ExxonMobil Chemical Holland B.V. (RPP),Botlek Rotterdam,ExxonMobil Chemical Holland B.V.,open,NL-201100050,Active,2013-12-18 10:40:48,,,,,,,,,67073,65908,64729,63538,62334,61119,59888,58653
Netherlands,204626,Chemelot BKG 02,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161A,Active,2013-12-18 10:40:18,,,,,,,,,1017692,1000016,982132,964061,945796,927353,908680,889942
Netherlands,204627,Chemelot BKG 03,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161B,Active,2013-12-18 10:40:19,,,,,,,,,732093,719377,706512,693512,680373,667106,653673,640194
Netherlands,204628,Chemelot BKG 04,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161C,Active,2013-12-18 10:40:19,,,,,,,,,767596,754263,740774,727144,713368,699457,685373,671240
Netherlands,204629,Chemelot BKG 05,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161D,Active,2013-12-18 10:40:19,,,,,,,,,73645,72366,71072,69764,68443,67108,65757,64401
Netherlands,204630,Chemelot BKG 06,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161E,Active,2013-12-18 10:40:20,,,,,,,,,144616,142104,139563,136995,134400,131779,129125,126463
Netherlands,204631,Chemelot BKG 07,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161F,Active,2013-12-18 10:40:20,,,,,,,,,65465,64328,63178,62015,60840,59654,58453,57248
Netherlands,204632,Chemelot BKG 08,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161G,Active,2013-12-18 10:40:20,,,,,,,,,44119,43353,42578,41794,41002,40203,39393,38581
Netherlands,204633,Chemelot BKG 09,Sittard-Geleen,Chemelot Site Permit B.V.,open,NL-200400161H,Active,2013-12-18 10:40:21,,,,,,,,,92043,90444,88826,87192,85540,83872,82183,80489
Netherlands,204634,Chemelot BKG 10,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161I,Active,2013-12-18 10:40:21,,,,,,,,,208588,204965,201299,197595,193851,190071,186244,182404
Netherlands,204635,Chemelot BKG 11,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161J,Active,2013-12-18 10:40:21,,,,,,,,,133956,131629,129275,126897,124492,122065,119607,117141
Netherlands,204636,Chemelot BKG 12,Sittard-Geleen,Chemelot Site Permit B.V.,open,NL-200400161K,Active,2013-12-18 10:40:22,,,,,,,,,126048,123858,121643,119405,117143,114858,112546,110225
Netherlands,204637,Chemelot BKG 13,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161L,Active,2013-12-18 10:40:22,,,,,,,,,145039,142519,139971,137395,134792,132164,129502,126832
Netherlands,204638,Chemelot BKG 14,SITTARD-GELEEN,Chemelot Site Permit B.V.,open,NL-200400161M,Active,2018-06-05 10:44:00,,,,,,,,,26324,25866,25404,24936 14686***,24464 14781***,23987 14505***,23504 14228***,23019 13952***
Netherlands,204681,Dow Benelux B.V. BKG 2,Hoek,DOW Benelux B.V.,open,NL-200400084A,Active,2017-01-27 12:03:55,,,,,,,,,688174,676221,664127,651907,639556,627085,614458,601787
Netherlands,204682,Dow Benelux B.V. BKG 3,Hoek,DOW Benelux B.V.,open,NL-200400084B,Active,2017-01-27 12:03:55,,,,,,,,,812295,798186,783912,769488,754909,740188,725284,710328
Netherlands,204683,Dow Benelux B.V. BKG 4,Hoek,DOW Benelux B.V.,open,NL-200400084C,Active,2013-12-18 10:40:32,,,,,,,,,180450,177316,174145,170941,167702,164432,161121,157798
Netherlands,204684,Dow Benelux B.V. BKG 5,Hoek,DOW Benelux B.V.,open,NL-200400084D,Active,2013-12-18 10:40:32,,,,,,,,,77401,76057,74697,73322,71933,70530,69110,67685
Netherlands,204685,Dow Benelux B.V. BKG 6,Hoek,DOW Benelux B.V.,open,NL-200400084E,Active,2013-12-18 10:40:33,,,,,,,,,191495,188169,184804,181403,177967,174496,170983,167457
Netherlands,204686,Dow Benelux B.V. BKG 7,Hoek,DOW Benelux B.V.,open,NL-200400084F,Active,2013-12-18 10:40:33,,,,,,,,,51223,50333,49433,48523,47604,46676,45736,44793
Netherlands,204687,Dow Benelux B.V. BKG 8,Hoek,DOW Benelux B.V.,open,NL-200400084G,Active,2013-12-18 10:40:33,,,,,,,,,73034,71765,70482,69185,67874,66550,65210,63866
Netherlands,204688,Dow Benelux B.V. BKG 9,Hoek,DOW Benelux B.V.,open,NL-200400084H,Active,2013-12-18 10:40:34,,,,,,,,,166385,163495,160571,157616,154630,151615,148562,145498
Netherlands,204691,Yara Sluiskil B.V. BKG 2,Sluiskil,Yara Sluiskil B.V.,open,NL-200400026A,Active,2013-12-18 10:41:56,,,,,,,,,934476,918245,901823,885230,868458,851523,834377,817171
Netherlands,204692,Yara Sluiskil B.V. BKG 3,Sluiskil,Yara Sluiskil B.V.,open,NL-200400026B,Active,2013-12-18 10:41:56,,,,,,,,,1008573,991055,973331,955423,937321,919043,900538,881968
Netherlands,204693,Yara Sluiskil B.V. BKG 4,Sluiskil,Yara Sluiskil B.V.,open,NL-200400026C,Active,2013-12-18 10:41:57,,,,,,,,,169204,166265,163292,160287,157251,154184,151080,147964
Netherlands,204694,Yara Sluiskil B.V. BKG 5,Sluiskil,Yara Sluiskil B.V.,open,NL-200400026D,Active,2013-12-18 10:41:57,,,,,,,,,213925,210210,206450,202652,198812,194935,191010,187071
Netherlands,204695,Yara Sluiskil B.V. BKG 6,Sluiskil,Yara Sluiskil B.V.,open,NL-200400026E,Active,2017-01-27 12:03:38,,,,,,,,,428877 45417***,421428 46005***,413891 65054***,406276 61618***,398578 58264***,390806 54994***,382937 51803***,375040 48699***
Netherlands,204761,FNsteel B.V.,Alblasserdam,FNsteel B.V.,open,NL-200400184A,Active,2013-12-18 10:41:31,,,,,,,,,24393,23969,23541,23107,22670,22228,21780,21331
Netherlands,204762,Koole Tankstorage Botlek B.V. (BKG-2),Botlek-Rotterdam,Koole Tankstorage Botlek B.V.,open,NL-200400298A,Active,2016-09-22 12:43:42,,,,,,,,,15960,7842,7702,15119,14833,14543,14251,13957
Netherlands,204763,PPG Industries Chemicals B.V.,Delfzijl,PPG Industries Delfzijl B.V.,open,NL-200400174,Active,2021-03-23 16:24:46,,,,,,,,,35030 1046***,34421 4079***,33806 4007***,33184 7472***,32555 10752***,31920 10551***,31277 12336***,30632 15617***
Netherlands,204781,Tata Steel IJmuiden bv BKG 2,Velsen-Noord (gem. Velsen),Tata Steel IJmuiden B.V.,open,NL-200400186A,Active,2013-12-18 10:41:44,,,,,,,,,68252,67067,65867,64655,63430,62193,60941,59684
Netherlands,204962,BioMethanol Chemie Nederland B.V.,Farmsum,BioMethanol Chemie Nederland B.V.,open,NL-200400205,Active,2017-01-27 12:03:55,,,,,,,,,397347,390445,383462,376407,369276,362074,354784,347467
Netherlands,204966,Evos Rotterdam B.V.,Europoort Rotterdam,Evos Rotterdam B.V.,open,NL-201100058,Active,2013-12-18 10:40:16,,,,,,,,,14643,14389,14132,13872,13609,13343,13075,12805
Netherlands,205142,Moerdijk Production Site Basell Benelux B.V.,Moerdijk,Basell Benelux B.V.,open,NL-201100011,Active,2013-12-18 10:40:13,,,,,,,,,28517,28022,27521,27014,26503,25986,25463,24938
Netherlands,205143,"ENGIE E&P Nederland B.V., D15-A platform",Zoetermeer,Neptune Energy Netherlands B.V.,open,NL-200800069,Active,2013-12-18 10:40:54,,,,,,,,,19779,19436,19088,18737,18382,18023,17661,17296
Netherlands,205144,"ENGIE E&P Nederland B.V., G17-d-A/AP platform",Zoetermeer,Neptune Energy Netherlands B.V.,open,NL-200800070,Active,2013-12-18 10:40:54,,,,,,,,,38214,37550,36879,36200,35514,34822,34121,33417
Netherlands,205145,"ENGIE E&P Nederland B.V., L10-A platform",Zoetermeer,Neptune Energy Netherlands B.V.,open,NL-200400172,Active,2013-12-18 10:40:55,,,,,,,,,73766,72485,71189,69879,68555,67218,65864,64506
Netherlands,205161,"Shell Nederland Chemie B.V., vest. Moerdijk BKG 2",Moerdijk,SHELL Nederland Chemie B.V.,open,NL-200400047A,Active,2013-12-18 10:41:35,,,,,,,,,210908,207244,203538,199793,196008,192185,188316,184432
Netherlands,205162,"Shell Nederland Chemie B.V., vest. Moerdijk BKG 3",Moerdijk,SHELL Nederland Chemie B.V.,open,NL-200400047B,Active,2017-11-08 12:27:11,,,,,,,,,293449,288352,141598,0,272718,267400,262016,256613
Netherlands,205163,"Shell Nederland Chemie B.V., vest. Moerdijk BKG 4",Moerdijk,SHELL Nederland Chemie B.V.,open,NL-200400047C,Active,2013-12-18 10:41:36,,,,,,,,,128631,126396,124136,121852,119543,117212,114852,112484
Netherlands,205164,"Shell Nederland Chemie B.V., vest. Moerdijk BKG 5",Moerdijk,SHELL Nederland Chemie B.V.,open,NL-200400047D,Active,2013-12-18 10:41:36,,,,,,,,,111262,109329,107374,105398,103402,101385,99344,97295
Netherlands,205165,"Shell Nederland Chemie B.V., vest. Moerdijk BKG 6",Moerdijk,SHELL Nederland Chemie B.V.,open,NL-200400047E,Active,2013-12-18 10:41:36,,,,,,,,,152890,150234,147547,144833,142088,139318,136512,133697
